dates,state,positivity_rate_cumulative,daily_positive_cases,daily_positivity_rate,daily_positive_cases_ma,daily_positivity_rate_ma,test_per_million
19 February,Tripura,,,,,,
20 February,Tripura,,,,,,
21 February,Tripura,,,,,,
22 February,Tripura,,,,,,
23 February,Tripura,,,,,,
24 February,Tripura,,,,,,
25 February,Tripura,,,,,,
26 February,Tripura,,,,,,
27 February,Tripura,,,,,,
28 February,Tripura,,,,,,
29 February,Tripura,,,,,,
01 March,Tripura,,,,,,
02 March,Tripura,,,,,,
03 March,Tripura,,,,,,
04 March,Tripura,,,,,,
05 March,Tripura,,,,,,
06 March,Tripura,,,,,,
07 March,Tripura,,,,,,
08 March,Tripura,,,,,,
09 March,Tripura,,,,,,
10 March,Tripura,,,,,,
11 March,Tripura,,,,,,
12 March,Tripura,,,,,,
13 March,Tripura,,,,,,
14 March,Tripura,,,,,,
15 March,Tripura,,,,,,
16 March,Tripura,,,,,,
17 March,Tripura,,,,,,
18 March,Tripura,,,,,,
19 March,Tripura,,,,,,
20 March,Tripura,,,,,,
21 March,Tripura,,,,,,
22 March,Tripura,,,,,,
23 March,Tripura,,,,,,
24 March,Tripura,,,,,,
25 March,Tripura,,,,,,
26 March,Tripura,,,,,,
27 March,Tripura,,,,,,
28 March,Tripura,,,,,,
29 March,Tripura,,,,,,
30 March,Tripura,,,,,,
31 March,Tripura,,,,,,
01 April,Tripura,,,,,,
02 April,Tripura,,,,,,
03 April,Tripura,,,,,,
04 April,Tripura,,,,,,
05 April,Tripura,,,,,,
06 April,Tripura,,,,,,
07 April,Tripura,,,,,,
08 April,Tripura,,,,,,
09 April,Tripura,,,,,,
10 April,Tripura,,,,,,
11 April,Tripura,,,,,,
12 April,Tripura,,,,,,
13 April,Tripura,,,,,,
14 April,Tripura,,,,,,
15 April,Tripura,,,,,,
16 April,Tripura,0.26246719160104987,0,,,,182.7428405336091
17 April,Tripura,,,,,,
18 April,Tripura,,,,,,
19 April,Tripura,,,,,,
20 April,Tripura,,,,,,
21 April,Tripura,,,,,,
22 April,Tripura,0.06220839813374806,0,,,,771.0213022513822
23 April,Tripura,,,,,,
24 April,Tripura,,,,,,
25 April,Tripura,,,,,,
26 April,Tripura,,,,,,
27 April,Tripura,,,,,,
28 April,Tripura,,,,,,
29 April,Tripura,,,,,,
30 April,Tripura,,,,,,
01 May,Tripura,,,,,,
02 May,Tripura,0.10090817356205853,2,,,,1188.3081034698596
03 May,Tripura,0.09686168151879117,0,0.0,1.0,1.0,1237.9508436148164
04 May,Tripura,0.3151649981460882,12,0.05172413793103448,4.666666666666667,4.666666666666667,1293.5890837772802
05 May,Tripura,0.5128205128205128,13,0.02850877192982456,6.75,6.75,1402.9470040966053
06 May,Tripura,0.6904303147077714,13,0.03439153439153439,8.0,8.0,1493.598964361309
07 May,Tripura,1.2866849790371548,46,0.06676342525399129,14.333333333333334,14.333333333333334,1658.834944843798
08 May,Tripura,1.1949516648764769,0,0.0,12.285714285714286,12.285714285714286,1786.1793652156437
09 May,Tripura,1.4268585131894485,30,0.033632286995515695,16.285714285714285,16.285714285714285,2000.0988058402886
10 May,Tripura,1.4959850401495984,17,0.022636484687083888,18.714285714285715,18.714285714285715,2180.2036263661944
11 May,Tripura,1.6048353480616924,18,0.03564356435643564,19.571428571428573,19.571428571428573,2301.3127267198333
12 May,Tripura,1.4984532095901006,1,0.001336898395721925,17.857142857142858,17.857142857142858,2480.6980872436384
13 May,Tripura,1.39063341108918,0,0.0,16.0,16.0,2673.0337278052584
14 May,Tripura,1.3215859030837005,1,0.001519756838905775,9.571428571428571,9.571428571428571,2830.8352882660392
15 May,Tripura,1.2419393360401243,0,0.0,9.571428571428571,9.571428571428571,3012.379028796147
16 May,Tripura,1.2672636211868264,11,0.017828200972447326,6.857142857142857,6.857142857142857,3160.3479692282162
17 May,Tripura,1.2145454545454546,0,0.0,4.428571428571429,4.428571428571429,3297.525009628773
18 May,Tripura,1.1689766204675907,0,0.0,1.8571428571428572,1.8571428571428572,3426.06853000412
19 May,Tripura,1.1204667506464232,2,0.002509410288582183,2.0,2.0,3617.2050705622387
20 May,Tripura,1.093414233345974,4,0.005412719891745603,2.5714285714285716,2.5714285714285716,3794.4320510797415
21 May,Tripura,1.0253067030166538,0,0.0,2.4285714285714284,2.4285714285714284,4046.48287181573
22 May,Tripura,0.9875289204898143,2,0.0023584905660377358,2.7142857142857144,2.7142857142857144,4249.8502324095625
23 May,Tripura,1.0193734322463575,16,0.015748031496062992,3.4285714285714284,3.4285714285714284,4493.507353121042
24 May,Tripura,0.9907666770411868,0,0.0,3.4285714285714284,3.4285714285714284,4623.24997349989
25 May,Tripura,0.9486847779215178,7,0.004394224733207784,4.428571428571429,4.428571428571429,5005.283234615427
26 May,Tripura,0.9478887931425461,11,0.00933786078098472,5.714285714285714,5.714285714285714,5287.79119544035
27 May,Tripura,0.9972489683631361,23,0.018930041152263374,8.428571428571429,8.428571428571429,5579.172496291184
28 May,Tripura,1.0030672303738706,10,0.01160092807424594,9.857142857142858,9.857142857142858,5785.89733689482
29 May,Tripura,0.9605164744321537,2,0.0015661707126076742,9.857142857142858,9.857142857142858,6092.147477789071
30 May,Tripura,1.027449196239005,27,0.02774922918807811,11.428571428571429,11.428571428571429,6325.492338470438
31 May,Tripura,1.1501364877161055,45,0.04094631483166515,17.857142857142858,17.857142857142858,6589.05451924004
01 June,Tripura,1.491537376586742,107,0.12090395480225989,32.142857142857146,32.142857142857146,6801.295219859782
02 June,Tripura,1.6204500103213377,48,0.0679886685552408,37.42857142857143,37.42857142857143,6970.608140354176
03 June,Tripura,2.040615465371871,151,0.10671378091872792,55.714285714285715,55.714285714285715,7309.953441345064
04 June,Tripura,2.074635493609095,24,0.0365296803652968,57.714285714285715,57.714285714285715,7467.5151818051445
05 June,Tripura,2.1486068111455108,48,0.04130808950086059,64.28571428571429,64.28571428571429,7746.186022618863
06 June,Tripura,2.247157301011071,55,0.0533462657613967,68.28571428571429,68.28571428571429,7993.440443340846
30 January,Uttar Pradesh,,,,,,
31 January,Uttar Pradesh,,,,,,
01 February,Uttar Pradesh,,,,,,
02 February,Uttar Pradesh,,,,,,
03 February,Uttar Pradesh,,,,,,
04 February,Uttar Pradesh,,,,,,
05 February,Uttar Pradesh,,,,,,
06 February,Uttar Pradesh,,,,,,
07 February,Uttar Pradesh,,,,,,
08 February,Uttar Pradesh,,,,,,
09 February,Uttar Pradesh,,,,,,
10 February,Uttar Pradesh,,,,,,
11 February,Uttar Pradesh,,,,,,
12 February,Uttar Pradesh,,,,,,
13 February,Uttar Pradesh,,,,,,
14 February,Uttar Pradesh,,,,,,
15 February,Uttar Pradesh,,,,,,
16 February,Uttar Pradesh,,,,,,
17 February,Uttar Pradesh,,,,,,
18 February,Uttar Pradesh,,,,,,
19 February,Uttar Pradesh,,,,,,
20 February,Uttar Pradesh,,,,,,
21 February,Uttar Pradesh,,,,,,
22 February,Uttar Pradesh,,,,,,
23 February,Uttar Pradesh,,,,,,
24 February,Uttar Pradesh,,,,,,
25 February,Uttar Pradesh,,,,,,
26 February,Uttar Pradesh,,,,,,
27 February,Uttar Pradesh,,,,,,
28 February,Uttar Pradesh,,,,,,
29 February,Uttar Pradesh,,,,,,
01 March,Uttar Pradesh,,,,,,
02 March,Uttar Pradesh,,,,,,
03 March,Uttar Pradesh,,,,,,
04 March,Uttar Pradesh,,,,,,
05 March,Uttar Pradesh,,,,,,
06 March,Uttar Pradesh,,,,,,
07 March,Uttar Pradesh,,,,,,
08 March,Uttar Pradesh,,,,,,
09 March,Uttar Pradesh,,,,,,
10 March,Uttar Pradesh,,,,,,
11 March,Uttar Pradesh,,,,,,
12 March,Uttar Pradesh,,,,,,
13 March,Uttar Pradesh,,,,,,
14 March,Uttar Pradesh,,,,,,
15 March,Uttar Pradesh,,,,,,
16 March,Uttar Pradesh,,,,,,
17 March,Uttar Pradesh,,,,,,
18 March,Uttar Pradesh,,,,,,
19 March,Uttar Pradesh,,,,,,
20 March,Uttar Pradesh,,,,,,
21 March,Uttar Pradesh,,,,,,
22 March,Uttar Pradesh,,,,,,
23 March,Uttar Pradesh,,,,,,
24 March,Uttar Pradesh,,,,,,
25 March,Uttar Pradesh,,,,,,
26 March,Uttar Pradesh,,,,,,
27 March,Uttar Pradesh,,,,,,
28 March,Uttar Pradesh,,,,,,
29 March,Uttar Pradesh,,,,,,
30 March,Uttar Pradesh,,,,,,
31 March,Uttar Pradesh,,,,,,
01 April,Uttar Pradesh,,,,,,
02 April,Uttar Pradesh,,,,,,
03 April,Uttar Pradesh,,,,,,
04 April,Uttar Pradesh,,,,,,
05 April,Uttar Pradesh,,,,,,
06 April,Uttar Pradesh,,,,,,
07 April,Uttar Pradesh,,,,,,
08 April,Uttar Pradesh,,,,,,
09 April,Uttar Pradesh,,,,,,
10 April,Uttar Pradesh,4.639948564080583,23,,,,39.2294144099787
11 April,Uttar Pradesh,4.266163284568193,19,,,,44.53875328694002
12 April,Uttar Pradesh,4.07423028258119,31,,,,49.83548090766154
13 April,Uttar Pradesh,4.199593587717318,75,,,,55.85525388613234
14 April,Uttar Pradesh,4.1472916928490635,102,0.038827559954320516,50.0,50.0,66.8985106001287
15 April,Uttar Pradesh,3.727058341023275,67,0.018652561247216037,52.833333333333336,52.833333333333336,81.99838807126494
16 April,Uttar Pradesh,3.7644968200523756,78,0.04153354632587859,56.42857142857143,56.42857142857143,89.89303447738797
17 April,Uttar Pradesh,3.4451974191453965,44,0.01350107394906413,59.42857142857143,59.42857142857143,103.59306250590495
18 April,Uttar Pradesh,3.4194635584889763,125,0.03254360843530331,74.57142857142857,74.57142857142857,119.7396742449457
19 April,Uttar Pradesh,3.4627128781439858,126,0.03837953091684435,88.14285714285714,88.14285714285714,133.5405923233812
20 April,Uttar Pradesh,3.4492804288294585,84,0.032825322391559206,89.42857142857143,89.42857142857143,144.2979938959418
21 April,Uttar Pradesh,3.524635541612844,153,0.04241752148599945,96.71428571428571,96.71428571428571,159.4609276482771
22 April,Uttar Pradesh,3.4343003412969284,112,0.026297252876262032,103.14285714285714,103.14285714285714,177.3647077567318
23 April,Uttar Pradesh,3.3199217289976475,61,0.018535399574597388,100.71428571428571,100.71428571428571,191.1992558518068
24 April,Uttar Pradesh,3.048941052552383,111,0.014447481452557595,110.28571428571429,110.28571428571429,223.49668308196823
25 April,Uttar Pradesh,3.1538583314277675,172,0.04667571234735414,117.0,117.0,238.98750949653868
26 April,Uttar Pradesh,3.0307933785336334,80,0.016168148746968473,110.42857142857143,110.42857142857143,259.7876747880705
27 April,Uttar Pradesh,2.82373966788294,23,0.004302282080059858,101.71428571428571,101.71428571428571,282.26093340741744
28 April,Uttar Pradesh,2.920050635071899,157,0.04965211891208096,102.28571428571429,102.28571428571429,295.5531974841805
29 April,Uttar Pradesh,2.894893917195724,81,0.02376063361689645,97.85714285714286,97.85714285714286,309.88378832468817
30 April,Uttar Pradesh,2.834143027444144,77,0.017919478706074004,100.14285714285714,100.14285714285714,327.9473110121805
01 May,Uttar Pradesh,2.8232212372209218,117,0.02631578947368421,101.0,101.0,346.6371927595835
02 May,Uttar Pradesh,2.901001994657584,159,0.04862385321100918,99.14285714285714,99.14285714285714,360.38346206097987
03 May,Uttar Pradesh,2.759779217662587,158,0.015625,110.28571428571429,110.28571428571429,402.89180309330993
04 May,Uttar Pradesh,2.8138351983723298,121,0.04920699471329809,124.28571428571429,124.28571428571429,413.22882945787677
05 May,Uttar Pradesh,2.736758081988711,114,0.016440726853187194,118.14285714285714,118.14285714285714,442.37764638016483
06 May,Uttar Pradesh,2.728232382061736,118,0.025354533734422,123.42857142857143,123.42857142857143,461.9419085601949
07 May,Uttar Pradesh,2.7016803026304212,73,0.01930195663670016,122.85714285714286,122.85714285714286,477.8404989265194
08 May,Uttar Pradesh,2.6853151527304324,143,0.02376204719175806,126.57142857142857,126.57142857142857,503.13867894358447
09 May,Uttar Pradesh,2.7029192810378952,159,0.03115814226925338,126.57142857142857,126.57142857142857,524.5904258075066
10 May,Uttar Pradesh,2.6678465622715555,94,0.01820294345468629,117.42857142857143,117.42857142857143,546.298601548305
11 May,Uttar Pradesh,2.6318503241013556,106,0.01826012058570198,115.28571428571429,115.28571428571429,570.7013823723433
12 May,Uttar Pradesh,2.6140433486009447,91,0.0206536541080345,112.0,112.0,589.2231140365488
13 May,Uttar Pradesh,2.4567932599545443,-86,-0.015719246938402487,82.85714285714286,82.85714285714286,612.2218416658881
14 May,Uttar Pradesh,2.548011936867813,324,0.04318848307118102,118.71428571428571,118.71428571428571,643.7583897695808
15 May,Uttar Pradesh,2.5470549089037053,155,0.0252319713495035,120.42857142857143,120.42857142857143,669.5820387966381
16 May,Uttar Pradesh,2.6105882713589406,201,0.05257651059377452,126.42857142857143,126.42857142857143,685.65298299824
17 May,Uttar Pradesh,2.592048496391223,206,0.022602589422865922,142.42857142857142,142.42857142857142,723.9659794547923
18 May,Uttar Pradesh,2.6093756197621247,141,0.03309859154929577,147.42857142857142,147.42857142857142,741.8739633153269
19 May,Uttar Pradesh,2.703859834013964,321,0.056266432953549515,180.28571428571428,180.28571428571428,765.8563689313715
20 May,Uttar Pradesh,2.7070996631164865,249,0.027728285077951,228.14285714285714,228.14285714285714,803.6060626092121
21 May,Uttar Pradesh,2.66668600799764,340,0.02172940499776315,230.42857142857142,230.42857142857142,869.3821714039975
22 May,Uttar Pradesh,2.6791553769971035,220,0.030349013657056147,239.71428571428572,239.71428571428572,899.855170231466
23 May,Uttar Pradesh,2.761776680268237,282,0.07407407407407407,251.28571428571428,251.28571428571428,915.8588543997888
24 May,Uttar Pradesh,2.729715487694941,251,0.02135443253360558,257.7142857142857,257.7142857142857,965.2697563473766
25 May,Uttar Pradesh,2.7573825873645075,229,0.03816030661556407,270.2857142857143,270.2857142857143,990.4964725790828
26 May,Uttar Pradesh,2.7948193592365373,227,0.045710833668948854,256.85714285714283,256.85714285714283,1011.3723054080535
27 May,Uttar Pradesh,2.9057974628826044,267,,259.42857142857144,259.42857142857144,1011.3723054080535
28 May,Uttar Pradesh,2.7978631661509286,179,0.011416544422475923,236.42857142857142,236.42857142857142,1077.2829342693967
29 May,Uttar Pradesh,2.7480437029381366,275,0.018767487886439636,244.28571428571428,244.28571428571428,1138.880513496724
30 May,Uttar Pradesh,2.75736873764716,256,0.030592734225621414,240.57142857142858,240.57142857142858,1174.057510901643
31 May,Uttar Pradesh,2.7855201247361085,374,0.035269709543568464,258.14285714285717,258.14285714285717,1218.6340979573022
01 June,Uttar Pradesh,2.806618261648926,286,0.035700911247035325,266.2857142857143,266.2857142857143,1252.3103558696832
02 June,Uttar Pradesh,2.837582609769814,368,0.03786787404815806,286.42857142857144,286.42857142857144,1293.1624185825178
03 June,Uttar Pradesh,2.791239222103342,141,0.013879318830593563,268.42857142857144,268.42857142857144,1335.8683359626052
04 June,Uttar Pradesh,2.793478556717867,367,0.02848715361328883,295.2857142857143,295.2857142857143,1390.0252740084427
05 June,Uttar Pradesh,2.8234754885891906,496,0.03529244343247474,326.85714285714283,326.85714285714283,1449.104805739887
06 June,Uttar Pradesh,2.8452342396890886,370,0.03568672839506173,343.14285714285717,343.14285714285717,1492.6893073046813
30 January,Uttarakhand,,,,,,
31 January,Uttarakhand,,,,,,
01 February,Uttarakhand,,,,,,
02 February,Uttarakhand,,,,,,
03 February,Uttarakhand,,,,,,
04 February,Uttarakhand,,,,,,
05 February,Uttarakhand,,,,,,
06 February,Uttarakhand,,,,,,
07 February,Uttarakhand,,,,,,
08 February,Uttarakhand,,,,,,
09 February,Uttarakhand,,,,,,
10 February,Uttarakhand,,,,,,
11 February,Uttarakhand,,,,,,
12 February,Uttarakhand,,,,,,
13 February,Uttarakhand,,,,,,
14 February,Uttarakhand,,,,,,
15 February,Uttarakhand,,,,,,
16 February,Uttarakhand,,,,,,
17 February,Uttarakhand,,,,,,
18 February,Uttarakhand,,,,,,
19 February,Uttarakhand,,,,,,
20 February,Uttarakhand,,,,,,
21 February,Uttarakhand,,,,,,
22 February,Uttarakhand,,,,,,
23 February,Uttarakhand,,,,,,
24 February,Uttarakhand,,,,,,
25 February,Uttarakhand,,,,,,
26 February,Uttarakhand,,,,,,
27 February,Uttarakhand,,,,,,
28 February,Uttarakhand,,,,,,
29 February,Uttarakhand,,,,,,
01 March,Uttarakhand,,,,,,
02 March,Uttarakhand,,,,,,
03 March,Uttarakhand,,,,,,
04 March,Uttarakhand,,,,,,
05 March,Uttarakhand,,,,,,
06 March,Uttarakhand,,,,,,
07 March,Uttarakhand,,,,,,
08 March,Uttarakhand,,,,,,
09 March,Uttarakhand,,,,,,
10 March,Uttarakhand,,,,,,
11 March,Uttarakhand,,,,,,
12 March,Uttarakhand,,,,,,
13 March,Uttarakhand,,,,,,
14 March,Uttarakhand,,,,,,
15 March,Uttarakhand,,,,,,
16 March,Uttarakhand,,,,,,
17 March,Uttarakhand,,,,,,
18 March,Uttarakhand,,,,,,
19 March,Uttarakhand,,,,,,
20 March,Uttarakhand,,,,,,
21 March,Uttarakhand,,,,,,
22 March,Uttarakhand,,,,,,
23 March,Uttarakhand,,,,,,
24 March,Uttarakhand,,,,,,
25 March,Uttarakhand,,,,,,
26 March,Uttarakhand,,,,,,
27 March,Uttarakhand,,,,,,
28 March,Uttarakhand,,,,,,
29 March,Uttarakhand,,,,,,
30 March,Uttarakhand,,,,,,
31 March,Uttarakhand,,,,,,
01 April,Uttarakhand,,,,,,
02 April,Uttarakhand,,,,,,
03 April,Uttarakhand,,,,,,
04 April,Uttarakhand,,,,,,
05 April,Uttarakhand,,,,,,
06 April,Uttarakhand,,,,,,
07 April,Uttarakhand,,,,,,
08 April,Uttarakhand,,,,,,
09 April,Uttarakhand,,,,,,
10 April,Uttarakhand,2.0734597156398102,0,,,,150.03300192749745
11 April,Uttarakhand,2.0527859237536656,0,,,,151.54399779999002
12 April,Uttarakhand,1.9230769230769231,0,,,,161.76544046685152
13 April,Uttarakhand,1.7517517517517518,0,,,,177.58645607295017
14 April,Uttarakhand,1.609935602575897,0,0.0,0.0,0.0,193.2297074587556
15 April,Uttarakhand,1.533360961458765,2,0.008368200836820083,0.3333333333333333,0.3333333333333333,214.4725317837982
16 April,Uttarakhand,1.4269186270728886,0,0.0,0.2857142857142857,0.2857142857142857,230.47131161019007
17 April,Uttarakhand,1.412928293889085,3,0.012605042016806723,0.7142857142857143,0.7142857142857143,251.62525382508605
18 April,Uttarakhand,1.3299556681443951,2,0.0061162079510703364,1.0,1.0,280.68970384303134
19 April,Uttarakhand,1.3157894736842106,2,0.010752688172043012,1.2857142857142858,1.2857142857142858,297.221776330303
20 April,Uttarakhand,1.2510198531411476,2,0.006006006006006006,1.5714285714285714,1.5714285714285714,326.819519009128
21 April,Uttarakhand,1.1327259295739966,0,0.0,1.5714285714285714,1.5714285714285714,360.95024930543076
22 April,Uttarakhand,1.0760233918128654,0,0.0,1.2857142857142858,1.2857142857142858,379.9710208768078
23 April,Uttarakhand,1.0507489380728818,1,0.005050505050505051,1.4285714285714286,1.4285714285714286,397.5696786858389
24 April,Uttarakhand,1.0069225928256764,1,0.003401360544217687,1.1428571428571428,1.1428571428571428,423.7010190689457
25 April,Uttarakhand,0.9241432422025414,0,0.0,0.8571428571428571,0.8571428571428571,461.65368010155316
26 April,Uttarakhand,0.9475080538184575,2,0.024096385542168676,0.8571428571428571,0.8571428571428571,469.03089524372274
27 April,Uttarakhand,0.9335529928610653,1,0.005376344086021506,0.7142857142857143,0.7142857142857143,485.5629677309944
28 April,Uttarakhand,0.9060811988151246,1,0.0036231884057971015,0.8571428571428571,0.8571428571428571,510.094430131462
29 April,Uttarakhand,0.8931524975190208,2,0.006514657980456026,1.1428571428571428,1.1428571428571428,537.3812379464748
30 April,Uttarakhand,0.8682406702208683,3,0.005780346820809248,1.4285714285714286,1.4285714285714286,583.5110531125715
01 May,Uttarakhand,0.8094291394490202,0,0.0,1.2857142857142858,1.2857142857142858,625.90781965251
02 May,Uttarakhand,0.8006513773917764,2,0.0061162079510703364,1.5714285714285714,1.5714285714285714,654.9722696704554
03 May,Uttarakhand,0.7917656373713381,1,0.004784688995215311,1.4285714285714286,1.4285714285714286,673.5486306910993
04 May,Uttarakhand,0.7686395080707148,0,0.0,1.2857142857142858,1.2857142857142858,693.813751804529
05 May,Uttarakhand,0.7568238213399504,1,0.003937007874015748,1.2857142857142858,1.2857142857142858,716.389807781771
06 May,Uttarakhand,0.730889048646058,0,0.0,1.0,1.0,741.8100912837048
07 May,Uttarakhand,0.6945235113287032,0,0.0,0.5714285714285714,0.5714285714285714,780.6515734177784
08 May,Uttarakhand,0.6691531373409391,0,0.0,0.5714285714285714,0.5714285714285714,810.2493160966035
09 May,Uttarakhand,0.7138291071809078,6,0.022222222222222223,1.1428571428571428,1.1428571428571428,834.2474858361913
10 May,Uttarakhand,0.703351261894911,1,0.0035460992907801418,1.1428571428571428,1.1428571428571428,859.3122408975387
11 May,Uttarakhand,0.6858295511850732,0,0.0,1.1428571428571428,1.1428571428571428,881.2661221037542
12 May,Uttarakhand,0.6494126635469392,0,0.0,1.0,1.0,930.6845753452759
13 May,Uttarakhand,0.6486286137879911,2,0.006230529595015576,1.2857142857142858,1.2857142857142858,959.2157327023415
14 May,Uttarakhand,0.6640694173897644,5,0.0099601593625498,2.0,2.0,1003.8345519959455
15 May,Uttarakhand,0.6558738065587381,4,0.005326231691078562,2.5714285714285716,2.5714285714285716,1070.5850167160584
16 May,Uttarakhand,0.6985790267524014,9,0.016304347826086956,3.0,3.0,1119.6479415169936
17 May,Uttarakhand,0.696336663639116,4,0.0065040650406504065,3.4285714285714284,3.4285714285714284,1174.310439257166
